PARK,BOROUGH,QUARTER,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL
RANDALL'S ISLAND PARK,MANHATTAN,4,256.11,ONE ACRE OR LARGER,0,0,0,1,0,3,0,4
ROCKAWAY COMMUNITY PARK,QUEENS,4,255.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KISSENA PARK,QUEENS,4,237.15,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RIVERSIDE PARK,MANHATTAN,4,235.77,ONE ACRE OR LARGER,0,0,1,1,0,4,0,6
HUTCHINSON RIVER PARKWAY,BRONX,4,229.14,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BLUE HERON PARK,STATEN ISLAND,4,217.45,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DYKER BEACH PARK,BROOKLYN,4,216.66,ONE ACRE OR LARGER,0,1,0,0,0,2,0,3
WILLOWBROOK PARK,STATEN ISLAND,4,214.95,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STATEN ISLAND INDUSTRIAL PARK,STATEN ISLAND,4,210.93,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SILVER LAKE PARK,STATEN ISLAND,4,205.98,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BRONX RIVER PARKWAY,BRONX,4,205.65,ONE ACRE OR LARGER,0,1,0,0,0,0,0,1
SOUNDVIEW PARK,BRONX,4,205.31,ONE ACRE OR LARGER,,,,1,0,0,0,1
BELT PARKWAY,QUEENS,4,202.65,ONE ACRE OR LARGER,,,,,0,0,0,0
WILLOWBROOK PARKWAY,STATEN ISLAND,4,198.48,ONE ACRE OR LARGER,,,,,0,0,0,0
INWOOD HILL PARK,MANHATTAN,4,196.4,ONE ACRE OR LARGER,,,1,,0,0,0,1
CLOVE LAKES PARK,STATEN ISLAND,4,193.42,ONE ACRE OR LARGER,,,2,,0,0,0,2
FORT WASHINGTON PARK,MANHATTAN,4,184.14,ONE ACRE OR LARGER,,,1,,0,0,0,1
IDLEWILD PARK,QUEENS,4,180.85,ONE ACRE OR LARGER,,,,,0,0,0,0
WARDS ISLAND PARK,MANHATTAN,4,176.58,ONE ACRE OR LARGER,,,,,0,0,0,0
SOUTH SHORE COUNTRY CLUB,STATEN ISLAND,4,173.99,ONE ACRE OR LARGER,,,,,0,0,0,0
SAW MILL CREEK MARSH,STATEN ISLAND,4,171.78,ONE ACRE OR LARGER,,,,,0,0,0,0
BLOOD ROOT VALLEY,STATEN ISLAND,4,161.24,ONE ACRE OR LARGER,,,,,0,0,0,0
JAMAICA BAY PARK,QUEENS,4,149.54,ONE ACRE OR LARGER,,,,,0,0,0,0
KISSENA CORRIDOR PARK,QUEENS,4,146.81,ONE ACRE OR LARGER,,,1,,0,0,0,1
HIGHLAND PARK,BROOKLYN/QUEENS,4,146.34,ONE ACRE OR LARGER,,,1,1,0,0,0,2
ARDEN WOODS,STATEN ISLAND,4,145.86,ONE ACRE OR LARGER,,,,,0,0,0,0
RIVERDALE PARK,BRONX,4,144.29,ONE ACRE OR LARGER,,,,,0,0,0,0
OCEAN PARKWAY MALLS,BROOKLYN,4,140,ONE ACRE OR LARGER,,,,,0,0,0,0
BLOOMINGDALE PARK,STATEN ISLAND,4,138.1,ONE ACRE OR LARGER,,,,,0,0,0,0
OCEAN BREEZE PARK,STATEN ISLAND,4,136.57,ONE ACRE OR LARGER,,,,,1,0,0,1
CANARSIE PARK,BROOKLYN,4,132.2,ONE ACRE OR LARGER,,,,,0,0,0,0
HIGHBRIDGE PARK MANHATTAN SIDE,MANHATTAN,4,130.1,ONE ACRE OR LARGER,1,0,4,1,1,0,0,7
CROTONA PARK,BRONX,4,127.5,ONE ACRE OR LARGER,0,0,3,1,0,1,0,5
PAERDEGAT BASIN PARK,BROOKLYN,4,118.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOOK CREEK PARK,QUEENS,4,111.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CRESCENT BEACH PARK,STATEN ISLAND,4,110.96,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CLEARVIEW PARK GOLF COURSE,QUEENS,4,110.93,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BAISLEY POND PARK,QUEENS,4,109.61,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PELHAM PARKWAY,BRONX,4,108.91,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PRALLS ISLAND,STATEN ISLAND,4,107.51,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARINERS MARSH PARK,STATEN ISLAND,4,107.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DOUGLASTON PARK GOLF COURSE,QUEENS,4,104.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LEMON CREEK PARK,STATEN ISLAND,4,104.55,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SPRING CREEK PARK,BROOKLYN/QUEENS,4,99.57,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HIGH ROCK PARK,STATEN ISLAND,4,94.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LONG POND PARK,STATEN ISLAND,4,91.95,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BROOKVILLE PARK,QUEENS,4,89.95,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ISLE OF MEADOWS,STATEN ISLAND,4,87.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CALVERT VAUX PARK,BROOKLYN,4,85.53,ONE ACRE OR LARGER,0,0,1,0,0,1,0,2
PUGSLEY CREEK PARK,BRONX,4,83.62,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SNUG HARBOR CULTURAL CENTER,STATEN ISLAND,4,83.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MOSHOLU PARKWAY,BRONX,4,80.94,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
MCGUIRE FIELDS,BROOKLYN,4,77.18,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FRESH CREEK NATURE PRESERVE,BROOKLYN,4,77.04,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JACKIE ROBINSON PARKWAY,BROOKLYN/QUEENS,4,72.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FORT TRYON PARK,MANHATTAN,4,67.21,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
RIVERSIDE PARK SOUTH,MANHATTAN,4,66.69,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EASTERN PARKWAY,BROOKLYN,4,65.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FOUR SPARROW MARSH,BROOKLYN,4,64.67,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FORT TOTTEN PARK,QUEENS,4,60.39,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ASTORIA PARK,QUEENS,4,59.96,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LAURELTON PARKWAY,QUEENS,4,59.61,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RED HOOK RECREATION AREA,BROOKLYN,4,58.5,ONE ACRE OR LARGER,0,1,0,0,0,1,0,2
SHORE PARK AND PARKWAY,BROOKLYN,4,58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SPRING CREEK PARK ADDITION,BROOKLYN/QUEENS,4,57.92,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JUNIPER VALLEY PARK,QUEENS,4,55.64,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2
LITTLE BAY PARK,QUEENS,4,55.22,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
POWELL'S COVE PARK,QUEENS,4,55.02,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HENRY HUDSON PARKWAY,BRONX,4,54.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HARLEM RIVER PARK,MANHATTAN,4,53.97,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DUBOS POINT WILDLIFE SANCTUARY,QUEENS,4,53.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ROY WILKINS RECREATION CENTER,QUEENS,4,53.24,ONE ACRE OR LARGER,0,0,0,0,0,2,0,2
REED'S BASKET WILLOW SWAMP PARK,STATEN ISLAND,4,52.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BROOKLYN BOTANIC GARDEN,BROOKLYN,4,47.57,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MEREDITH WOODS,STATEN ISLAND,4,47.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
QUEENS FARM PARK,QUEENS,4,47.08,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EAST RIVER PARK,MANHATTAN,4,45.88,ONE ACRE OR LARGER,0,0,0,0,0,3,0,3
CROCHERON PARK,QUEENS,4,45.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MACOMBS DAM PARK,BRONX,4,44.17,ONE ACRE OR LARGER,1,0,1,0,0,0,0,2
MANHATTAN BEACH PARK,BROOKLYN,4,42.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UDALL'S PARK PRESERVE,QUEENS,4,42.77,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
FAIRVIEW PARK,STATEN ISLAND,4,42.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BAYSWATER PARK,QUEENS,4,40.07,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DEERE PARK,STATEN ISLAND,4,39.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PARADE GROUND,BROOKLYN,4,39.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CLAREMONT PARK,BRONX,4,38.54,ONE ACRE OR LARGER,0,0,3,0,0,0,0,3
BROAD CHANNEL WETLANDS,QUEENS,4,37.95,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CONEY ISLAND BOAT BASIN,BROOKLYN,4,36.81,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BUNKER PONDS PARK,STATEN ISLAND,4,36.69,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SETON FALLS PARK,BRONX,4,35.77,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MCCARREN PARK,BROOKLYN,4,35.71,ONE ACRE OR LARGER,0,1,1,0,0,1,0,3
ST. MARY'S PARK BRONX,BRONX,4,35.31,ONE ACRE OR LARGER,0,0,2,1,0,0,0,3
SHOOTERS ISLAND,STATEN ISLAND,4,34.69,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NORTH BROTHER ISLAND,BRONX,4,30.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FORT GREENE PARK,BROOKLYN,4,30.17,ONE ACRE OR LARGER,0,0,0,0,0,3,0,3
BATTERY PARK CITY,MANHATTAN,4,29.99,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MORNINGSIDE PARK,MANHATTAN,4,29.89,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
MACNEIL PARK,QUEENS,4,28.87,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ALLEY ATHLETIC PLAYGROUND,QUEENS,4,27.53,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VERNAM BARBADOES PENINSULA,QUEENS,4,27.48,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COLLEGE POINT FIELDS,QUEENS,4,26.83,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KAISER PARK,BROOKLYN,4,26.26,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SUNSET PARK,BROOKLYN,4,24.5,ONE ACRE OR LARGER,0,0,1,1,0,0,0,2
OWL'S HEAD PARK,BROOKLYN,4,24.22,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SPRINGFIELD PARK,QUEENS,4,23.54,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RECREATIONAL AREA,MANHATTAN,4,23.09,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KING FISHER PARK,STATEN ISLAND,4,23.01,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SIEDENBURG PARK,STATEN ISLAND,4,22.88,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ST. NICHOLAS PARK,MANHATTAN,4,22.74,ONE ACRE OR LARGER,0,0,2,0,0,1,0,3
SOUTH BROTHER ISLAND,BRONX,4,22.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LOCUST POINT MARINA,BRONX,4,22.07,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BATTERY PARK,MANHATTAN,4,21.88,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BROOKLYN BRIDGE PARK,BROOKLYN,4,21.19,ONE ACRE OR LARGER,0,0,0,0,0,3,0,3
ASSER LEVY PARK,BROOKLYN,4,21.04,ONE ACRE OR LARGER,0,0,0,0,,,,0
SEASIDE WILDLIFE NATURE PARK,STATEN ISLAND,4,20.91,ONE ACRE OR LARGER,0,0,0,0,,,,0
WAVE HILL,BRONX,4,20.87,ONE ACRE OR LARGER,0,0,0,0,,,,0
QUEENSBRIDGE PARK,QUEENS,4,20.34,ONE ACRE OR LARGER,0,0,0,0,,,,0
MARCUS GARVEY PARK,MANHATTAN,4,20.17,ONE ACRE OR LARGER,0,1,1,0,,,,2
ISHAM PARK,MANHATTAN,4,20.13,ONE ACRE OR LARGER,0,0,0,0,,,,0
WILLIAMSBRIDGE OVAL,BRONX,4,19.75,ONE ACRE OR LARGER,0,0,3,1,,,,4
BRANT POINT WILDLIFE SANCTUARY,QUEENS,4,19.56,ONE ACRE OR LARGER,0,0,0,0,,,,0
BROAD CHANNEL AMERICAN PARK,QUEENS,4,18.77,ONE ACRE OR LARGER,0,0,0,0,,,,0
THEODORE ROOSEVELT PARK,MANHATTAN,4,17.57,ONE ACRE OR LARGER,0,0,0,0,,,,0
BENSONHURST PARK,BROOKLYN,4,17.5,ONE ACRE OR LARGER,0,0,1,0,,,,1
LINCOLN TERRACE / ARTHUR S. SOMERS PARK,BROOKLYN,4,17.14,ONE ACRE OR LARGER,0,0,0,0,,1,,1
JOHN GOLDEN PARK,QUEENS,4,17,ONE ACRE OR LARGER,0,0,0,0,,,,0
BAYVIEW TERRACE PARK,STATEN ISLAND,4,16.94,ONE ACRE OR LARGER,0,0,0,0,,,,0
JONES WOODS PARK,STATEN ISLAND,4,16.93,ONE ACRE OR LARGER,0,0,0,0,,,,0
FRANCIS LEWIS PARK,QUEENS,4,16.83,ONE ACRE OR LARGER,0,0,0,0,,,,0
LEIF ERICSON PARK,BROOKLYN,4,16.8,ONE ACRE OR LARGER,0,0,0,0,,,,0
EIBS POND PARK,STATEN ISLAND,4,16.51,ONE ACRE OR LARGER,0,0,0,0,,,,0
RAILROAD PARK QUEENS,QUEENS,4,16.44,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BREUKELEN BALLFIELDS,BROOKLYN,4,16.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FRANZ SIGEL PARK,BRONX,4,15.99,ONE ACRE OR LARGER,0,0,3,0,0,0,0,3
THOMAS JEFFERSON PARK,MANHATTAN,4,15.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ALICE AUSTEN PARK,STATEN ISLAND,4,15.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MILL POND PARK,BRONX,4,15.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SHERMAN CREEK,MANHATTAN,4,15.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HARRIS PARK,BRONX,4,15.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GOODHUE,STATEN ISLAND,4,15.06,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MULLALY PARK,BRONX,4,15.05,ONE ACRE OR LARGER,0,0,4,1,0,0,0,5
TREMONT PARK,BRONX,4,15,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CARL SCHURZ PARK,MANHATTAN,4,14.94,ONE ACRE OR LARGER,0,0,1,1,0,0,0,2
GRAND ARMY PLAZA BROOKLYN,BROOKLYN,4,14.26,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VON BRIESEN PARK,STATEN ISLAND,4,13.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MOTOR PARKWAY,QUEENS,4,13.89,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNNAMED PARK ON BEACH CHANNEL DRIVE & BEACH 116TH STREET TO BEACH 108TH STREET,QUEENS,4,13.83,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BEACH 17 PLAYGROUND,QUEENS,4,13.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TUDOR PARK,QUEENS,4,13.54,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
AQUEDUCT WALK,BRONX,4,13.53,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FATHER MACRIS PARK,STATEN ISLAND,4,13.47,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STARLIGHT PARK,BRONX,4,12.93,ONE ACRE OR LARGER,0,0,0,,,,,0
JACKIE ROBINSON PARK MANHATTAN,MANHATTAN,4,12.77,ONE ACRE OR LARGER,0,0,2,,,,,2
BROOKLYN MUSEUM,BROOKLYN,4,12.66,ONE ACRE OR LARGER,0,0,0,,,,,0
BEACH CHANNEL PARK,QUEENS,4,12.62,ONE ACRE OR LARGER,0,0,0,,,,,0
GREENBELT NATIVE PLANT CENTER,STATEN ISLAND,4,12.25,ONE ACRE OR LARGER,0,0,0,,,,,0
BOWNE PARK,QUEENS,4,11.79,ONE ACRE OR LARGER,0,0,0,,,,,0
SETON PARK,BRONX,4,11.69,ONE ACRE OR LARGER,0,0,0,,,,,0
RUFUS KING PARK,QUEENS,4,11.5,ONE ACRE OR LARGER,0,0,1,,,,,1
FRANK GOLDEN PARK,QUEENS,4,11.42,ONE ACRE OR LARGER,0,0,0,,,,,0
ST. JAMES PARK,BRONX,4,11.39,ONE ACRE OR LARGER,0,0,0,,,,,0
RICHMOND TERRACE WETLANDS,STATEN ISLAND,4,11.19,ONE ACRE OR LARGER,0,0,0,,,,,0
BARRETTO POINT PARK,BRONX,4,11.16,ONE ACRE OR LARGER,0,0,0,,,,,0
ST. ALBANS PARK,QUEENS,4,10.79,ONE ACRE OR LARGER,0,0,0,,,,,0
GEMINI FIELDS,QUEENS,4,10.76,ONE ACRE OR LARGER,0,0,0,,,,,0
GIVANS CREEK WOODS,BRONX,4,10.74,ONE ACRE OR LARGER,0,0,0,,,,,0
BETSY HEAD PARK,BROOKLYN,4,10.56,ONE ACRE OR LARGER,0,0,0,,,,,0
TOMPKINS SQUARE PARK,MANHATTAN,4,10.5,ONE ACRE OR LARGER,0,0,2,,,,,2
CPL. THOMPSON PARK,STATEN ISLAND,4,10.5,ONE ACRE OR LARGER,0,0,0,,,,,0
COMMODORE BARRY PARK,BROOKLYN,4,10.39,ONE ACRE OR LARGER,0,0,0,,,,,0
CADMAN PLAZA PARK,BROOKLYN,4,10.38,ONE ACRE OR LARGER,0,0,0,,,,,0
BROADWAY MALLS,MANHATTAN,4,10.24,ONE ACRE OR LARGER,0,0,0,,,,,0
STEEPLECHASE PARK,BROOKLYN,4,10.01,ONE ACRE OR LARGER,0,0,0,,,,,0
HUNTER'S POINT SOUTH PARK,QUEENS,4,10,ONE ACRE OR LARGER,0,0,0,,,,,0
UNNAMED PARK ON RICHMOND TERRACE,STATEN ISLAND,4,9.93,ONE ACRE OR LARGER,0,0,0,,,,,0
HYBRID OAK WOODS PARK,STATEN ISLAND,4,9.76,ONE ACRE OR LARGER,0,0,0,,,,,0
WASHINGTON SQUARE PARK,MANHATTAN,4,9.75,ONE ACRE OR LARGER,0,0,0,1,0,3,0,4
BRYANT PARK,MANHATTAN,4,9.6,ONE ACRE OR LARGER,0,0,0,0,2,6,0,8
ROCKAWAY FREEWAY,QUEENS,4,9.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BICENTENNIAL VETERANS MEMORIAL PARK,BRONX,4,9.4,ONE ACRE OR LARGER,0,0,0,0,1,0,0,1
SUNSET COVE PARK,QUEENS,4,9.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ST. JOHN'S RECREATION CENTER,BROOKLYN,4,9.34,ONE ACRE OR LARGER,0,1,1,0,0,0,0,2
LINDEN PARK,BROOKLYN,4,9.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HAFFEN PARK,BRONX,4,9.24,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
ALLISON POND PARK,STATEN ISLAND,4,9.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRANITEVILLE SWAMP PARK,STATEN ISLAND,4,9.19,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TOTTENVILLE SHORE PARK,STATEN ISLAND,4,9.18,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CAPTAIN TILLY PARK,QUEENS,4,9.16,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
HARVEY PARK,QUEENS,4,9.15,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MSGR. MCGOLRICK PARK,BROOKLYN,4,9.13,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BUSHWICK INLET PARK,BROOKLYN,4,9.01,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HENRY HUDSON PARK,BRONX,4,8.97,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FRANK PRINCIPE PARK,QUEENS,4,8.9,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CASTLE HILL PARK,BRONX,4,8.83,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ROCHDALE PARK,QUEENS,4,8.83,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ABE STARK SKATING RINK,BROOKLYN,4,8.81,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CITY HALL PARK,MANHATTAN,4,8.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EAST RIVER WATERFRONT ESPLANADE,MANHATTAN,4,8.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CROTONA PARKWAY MALLS,BRONX,4,8.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CONEY ISLAND CREEK PARK,BROOKLYN,4,8.66,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MILL ROCK PARK,MANHATTAN,4,8.64,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EAST RIVER ESPLANADE E 90TH ST TO E 125TH ST,MANHATTAN,4,8.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JOHN J CARTY PARK,BROOKLYN,4,8.57,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COFFEY PARK,BROOKLYN,4,8.27,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BARRETT PARK,STATEN ISLAND,4,8.11,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RAINEY PARK QUEENS,QUEENS,4,8.09,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LAGUARDIA LANDING LIGHTS,QUEENS,4,8.03,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CITY ISLAND WETLANDS,BRONX,4,8.01,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SARA D. ROOSEVELT PARK,MANHATTAN,4,7.85,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
EWEN PARK,BRONX,4,7.84,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
HERBERT VON KING PARK,BROOKLYN,4,7.82,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MOUNT PROSPECT PARK,BROOKLYN,4,7.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RAINEY PARK BRONX,BRONX,4,7.74,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DETECTIVE KEITH L WILLIAMS PARK,QUEENS,4,7.68,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FLUSHING FIELDS,QUEENS,4,7.67,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PALMER INLET,BRONX,4,7.49,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MIDLAND FIELD,STATEN ISLAND,4,7.46,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SCHMUL PARK,STATEN ISLAND,4,7.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BRIDGE PARK BRONX,BRONX,4,7.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BEACH 30TH STREET PLAYGROUND,QUEENS,4,7.12,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BROWER PARK,BROOKLYN,4,7.05,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JOYCE KILMER PARK,BRONX,4,6.88,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
MARIA HERNANDEZ PARK,BROOKLYN,4,6.87,ONE ACRE OR LARGER,0,0,1,1,0,1,0,3
THE HIGH LINE,MANHATTAN,4,6.73,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FRIENDS FIELD,BROOKLYN,4,6.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LINDOWER PARK,BROOKLYN,4,6.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
J. HOOD WRIGHT PARK,MANHATTAN,4,6.7,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
WNYC TRANSMITTER PARK,BROOKLYN,4,6.61,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SPUYTEN DUYVIL SHOREFRONT PARK,BRONX,4,6.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PARK AVENUE MALLS,MANHATTAN,4,6.59,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WESTWOOD PARK,STATEN ISLAND,4,6.56,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNION SQUARE PARK,MANHATTAN,4,6.51,ONE ACRE OR LARGER,0,0,0,1,0,6,0,7
CONCRETE PLANT PARK,BRONX,4,6.44,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COL. YOUNG PLAYGROUND,MANHATTAN,4,6.42,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BRADYS POND PARK,STATEN ISLAND,4,6.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COOPER PARK,BROOKLYN,4,6.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRAVESEND PARK,BROOKLYN,4,6.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DR. CHARLES R. DREW PARK,QUEENS,4,6.34,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TRINITY PARK,BROOKLYN,4,6.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MADISON SQUARE PARK,MANHATTAN,4,6.23,ONE ACRE OR LARGER,0,0,0,0,0,3,0,3
ELMHURST PARK,QUEENS,4,6.22,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FORT HAMILTON ATHLETIC FIELD,BROOKLYN,4,6.19,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
AMBROSINI FIELD,BRONX,4,6.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CLEARVIEW PARK,QUEENS,4,6.05,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RALPH DEMARCO PARK,QUEENS,4,6.03,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
